C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0000.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0001.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0002.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0003.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0004.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0005.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0006.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0007.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0008.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0009.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0010.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0011.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0012.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0013.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0014.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0015.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0016.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0017.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0018.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0019.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0020.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0021.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0022.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0023.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0024.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0025.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0026.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0027.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0028.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0029.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0030.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0031.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0032.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0033.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0034.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0035.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0036.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0037.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0038.jpg 1 0 0 512 512
